name,type,hp,card_type,sub_type,evolves_from,attacks,ex_rule,weaknesses,retreat_cost,artist,card_description,set,id,rarity,pack,versions,image,ability
Potion,,,Trainer/Item,,,,,,,5ban Graphics,,Promo-A,Promo--1,,,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_001_EN_SM.webp,
X Speed,,,Trainer/Item,,,,,,,Toyste Beach,,Promo-A,Promo--2,,,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_002_EN_SM.webp,
Hand Scope,,,Trainer/Item,,,,,,,Toyste Beach,,Promo-A,Promo--3,,,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_003_EN_SM.webp,
Pokédex,,,Trainer/Item,,,,,,,Ryo Ueda,,Promo-A,Promo--4,,,['Promo-A #4'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_004_EN_SM.webp,
Poké Ball,,,Trainer/Item,,,,,,,Ryo Ueda,,Promo-A,Promo--5,,,"['Promo-A #5', 'Shining Revelry #111 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_005_EN_SM.webp,
Red Card,,,Trainer/Item,,,,,,,5ban Graphics,,Promo-A,Promo--6,,,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_006_EN_SM.webp,
Professor's Research,,,Trainer/Supporter,,,,,,,Naoki Saito,,Promo-A,Promo--7,,,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_007_EN_SM.webp,
Pokédex,,,Trainer/Item,,,,,,,Yuu Nishida,,Promo-A,Promo--8,,,['Promo-A #4'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_008_EN_SM.webp,
Pikachu,Lightning,60,Pokémon,Basic,,"[{'name': 'Gnaw', 'damage': '20', 'energy': ['Electric']}]",,Fighting,1,Atsushi Furusawa,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",Promo-A,Promo--9,,,"['Genetic Apex #94 ◊', 'Promo-A #9', 'Promo-A #15']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_009_EN_SM.webp,
Mewtwo,Psychic,120,Pokémon,Basic,,"[{'name': 'Power Blast', 'damage': '120', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': 'Discard 2 [P] Energy from this Pokémon.'}]",,Darkness,2,Krgc,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,Promo-A,Promo--10,,,['Genetic Apex #128 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_010_EN_SM.webp,
Chansey,Colorless,120,Pokémon,Basic,,"[{'name': 'Gentle Slap', 'damage': '60', 'energy': ['Normal', 'Normal', 'Normal']}]",,Fighting,3,sowsow,This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,Promo-A,Promo--11,,,['Genetic Apex #202 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_011_EN_SM.webp,
Meowth,Colorless,60,Pokémon,Basic,,"[{'name': 'Pay Day', 'damage': '10', 'energy': ['Normal'], 'description': 'Draw 1 card.'}]",,Fighting,1,Shigenori Negishi,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.",Promo-A,Promo--12,,,"['Genetic Apex #196 ◊', 'Genetic Apex #246 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_012_EN_SM.webp,
Pawmot,Lightning,140,Pokémon,Stage 2,Pawmo,"[{'name': 'Electric Punch', 'damage': '70', 'energy': ['Electric', 'Electric']}]",,Fighting,0,REND,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",Promo-A,Promo--54,,Promo,pack,['Shining Revelry #28 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_054_EN_SM.webp,"Counterattack: If this Pokémon is in the Active Spot and is damaged by an attack from your opponent's Pokémon, do 20 damage to the Attacking Pokémon."
Machamp,Fighting,150,Pokémon,Stage 2,Machoke,"[{'name': 'Power Press', 'damage': '70+', 'energy': ['N/A', 'N/A'], 'description': 'If this Pokémon has at least 2 extra [F] Energy attached, this attack does 50 more damage.'}]",,Psychic,2,Masakazu Fukuda,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,Promo-A,Promo--55,,Promo,pack,"['Shining Revelry #39 ◊◊◊', 'Promo-A #55', 'Celestial Guardians #225 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_055_EN_SM.webp,
Ekans,Darkness,60,Pokémon,Basic,,"[{'name': 'Poison Sting', 'damage': '', 'energy': ['Dark'], 'description': ""Your opponent's Active Pokémon is now Poisoned.""}]",,Fighting,1,Krgc,"By dislocating its jaw, it can swallow prey larger than itself. After a meal, it curls up and rests.",Promo-A,Promo--56,,Promo,pack,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_056_EN_SM.webp,
Bidoof,Colorless,70,Pokémon,Basic,,"[{'name': 'Headbutt', 'damage': '30', 'energy': ['Normal', 'Normal']}]",,Fighting,2,Kouki Saitou,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",Promo-A,Promo--57,,Promo,pack,['Shining Revelry #64 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_057_EN_SM.webp,
Pachirisu,Lightning,70,Pokémon,Basic,,"[{'name': 'Plasma', 'damage': '10', 'energy': ['Electric'], 'description': 'Take a [L] Energy from your Energy Zone and attach it to 1 of your Benched [L] Pokémon.'}]",,Fighting,1,OOYAMA,It’s one of the kinds of Pokémon with electric cheek pouches. It shoots charges from its tail.,Promo-A,Promo--58,,,"['Shining Revelry #25 ◊◊', 'Shining Revelry #103 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_058_EN_SM.webp,
Riolu,Fighting,70,Pokémon,Basic,,"[{'name': 'Punch', 'damage': '40', 'energy': ['N/A', 'N/A']}]",,Psychic,1,Akira Komayama,They communicate with one another using their auras. They are able to run all through the night.,Promo-A,Promo--59,,,"['Shining Revelry #42 ◊', 'Shining Revelry #104 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_059_EN_SM.webp,
Exeggcute,Grass,50,Pokémon,Basic,,"[{'name': 'Growth Spurt', 'damage': '', 'energy': ['Normal'], 'description': 'Take a [G] Energy from your Energy Zone and attach it to this Pokémon.'}]",,Fire,1,0313,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently.",Promo-A,Promo--60,,Promo,pack,['Mythical Island #1 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_060_EN_SM.webp,
Froakie,Water,60,Pokémon,Basic,,"[{'name': 'Flop', 'damage': '10', 'energy': ['Normal']}]",,Lightning,1,Sanosuke Sakuma,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,Promo-A,Promo--61,,Promo,pack,"['Genetic Apex #87 ◊', 'Promo-A #61', 'Extradimensional Crisis #91 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_061_EN_SM.webp,
Farfetch'd,Colorless,60,Pokémon,Basic,,"[{'name': 'Leek Slap', 'damage': '40', 'energy': ['Normal']}]",,Lightning,1,Eri Yamaki,"The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food.",Promo-A,Promo--62,,Promo,pack,"['Genetic Apex #198 ◊', 'Promo-A #62', 'Eevee Grove #102 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_062_EN_SM.webp,
Rayquaza,Colorless,100,Pokémon,Basic,,"[{'name': 'Spiral Rush', 'damage': '70+', 'energy': ['Normal', 'Normal', 'Normal', 'Normal'], 'description': 'Flip a coin until you get tails. This attack does 30 more damage for each heads.'}]",,Lightning,1,Yoshinobu Saito,It lives in the ozone layer far above the clouds and cannot be seen from the ground.,Promo-A,Promo--63,,Promo,pack,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_063_EN_SM.webp,
Rayquaza ex,Colorless,140,Pokémon,Basic,,"[{'name': 'Draco Meteor', 'damage': '', 'energy': ['Normal', 'Normal', 'Normal', 'Normal'], 'description': ""1 of your opponent's Pokémon is chosen at random 4 times. For each time a Pokémon was chosen, do 40 damage to it.""}]",,Lightning,2,PLANETA CG Works,,Promo-A,Promo--64,,Promo,pack,['Promo-A #64'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_064_EN_SM.webp,
Rayquaza ex,Colorless,140,Pokémon,Basic,,"[{'name': 'Draco Meteor', 'damage': '', 'energy': ['Normal', 'Normal', 'Normal', 'Normal'], 'description': ""1 of your opponent's Pokémon is chosen at random 4 times. For each time a Pokémon was chosen, do 40 damage to it.""}]",,Lightning,2,PLANETA CG Works,,Promo-A,Promo--65,,,['Promo-A #64'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_065_EN_SM.webp,
Mimikyu,Psychic,70,Pokémon,Basic,,"[{'name': 'Shadow Hit', 'damage': '60', 'energy': ['Psychic', 'Normal'], 'description': 'This attack also does 20 damage to 1 of your Pokémon.'}]",,Darkness,1,Amelicart,There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.,Promo-A,Promo--66,,,['Celestial Guardians #83 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_066_EN_SM.webp,
Cosmog,Psychic,60,Pokémon,Basic,,"[{'name': 'Teleport', 'damage': '', 'energy': ['Normal'], 'description': 'Switch this Pokémon with 1 of your Benched Pokémon.'}]",,Darkness,1,Mizue,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.",Promo-A,Promo--67,,,"['Celestial Guardians #85 ◊', 'Celestial Guardians #171 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_067_EN_SM.webp,
Lycanroc,Fighting,100,Pokémon,Stage 1,Rockruff,"[{'name': 'Crunch', 'damage': '80', 'energy': ['N/A', 'N/A', 'Normal'], 'description': ""Flip a coin. If heads, discard a random Energy from your opponent's Active Pokémon.""}]",,Grass,1,Ryuta Fuse,Lycanroc attacks its prey with its sharp claws and fangs. It loyally obeys the instructions of a Trainer it trusts.,Promo-A,Promo--68,,,['Celestial Guardians #100 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_068_EN_SM.webp,
Alolan Exeggutor,Grass,150,Pokémon,Stage 1,Exeggcute,"[{'name': 'Tropical Hammer', 'damage': '150', 'energy': ['Grass', 'Normal', 'Normal'], 'description': 'Flip a coin. If tails, this attack does nothing.'}]",,Fire,4,Satoshi Shirai,Blazing sunlight has brought out the true form and powers of this Pokémon.,Promo-A,Promo--69,,Promo,pack,"['Celestial Guardians #2 ◊◊◊', 'Celestial Guardians #156 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_069_EN_SM.webp,
Alolan Ninetales,Water,110,Pokémon,Stage 1,Alolan Vulpix,"[{'name': 'Blizzard', 'damage': '60', 'energy': ['Water', 'Water', 'Water'], 'description': ""This attack also does 20 damage to each of your opponent's Benched Pokémon.""}]",,Metal,1,tono,"A deity resides in the snowy mountains where this Pokémon lives. In ancient times, it was worshiped as that deity’s incarnation.",Promo-A,Promo--70,,Promo,pack,['Celestial Guardians #41 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_070_EN_SM.webp,
Crabrawler,Fighting,70,Pokémon,Basic,,"[{'name': 'Punch', 'damage': '20', 'energy': ['Normal']}]",,Psychic,2,Miki Tanaka,"This Pokémon punches trees and eats the berries that drop down, training itself and getting food at the same time.",Promo-A,Promo--71,,Promo,pack,['Celestial Guardians #97 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_071_EN_SM.webp,
Alolan Grimer,Darkness,70,Pokémon,Basic,,"[{'name': 'Poison Gas', 'damage': '', 'energy': ['Dark'], 'description': ""Your opponent's Active Pokémon is now Poisoned.""}]",,Fighting,2,Naoki Saito,There are a hundred or so of them living in Alola’s waste-disposal site. They’re all hard workers who eat a lot of trash.,Promo-A,Promo--72,,Promo,pack,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_072_EN_SM.webp,
Toucannon,Colorless,140,Pokémon,Stage 2,Trumbeak,"[{'name': 'Beak Blast', 'damage': '80', 'energy': ['Normal', 'Normal'], 'description': ""Flip a coin. If heads, your opponent's Active Pokémon is now Burned.""}]",,Lightning,2,Sekio,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.,Promo-A,Promo--73,,Promo,pack,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_073_EN_SM.webp,
Zeraora,Lightning,90,Pokémon,Basic,,"[{'name': 'Lightning Claw', 'damage': '50', 'energy': ['Electric', 'Electric']}]",,Fighting,1,GIDORA,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",Promo-A,Promo--74,,,['Extradimensional Crisis #21 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_074_EN_SM.webp,"Thunderclap Flash: At the end of your first turn, take a [L] Energy from your Energy Zone and attach it to this Pokémon."
Kartana,Grass,60,Pokémon,Basic,,"[{'name': 'Thrash Metal', 'damage': '40', 'energy': ['Grass']}]",,Fire,1,Hasuno,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword.",Promo-A,Promo--75,,Promo,pack,['Extradimensional Crisis #8 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_075_EN_SM.webp,
Blacephalon,Fire,100,Pokémon,Basic,,"[{'name': 'Beat Punk', 'damage': '130', 'energy': ['Fire', 'Fire', 'Normal'], 'description': 'This Pokémon also does 70 damage to itself.'}]",,Water,2,Hasuno,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",Promo-A,Promo--76,,Promo,pack,"['Extradimensional Crisis #9 ◊◊', 'Extradimensional Crisis #72 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_076_EN_SM.webp,
Xurkitree,Lightning,100,Pokémon,Basic,,"[{'name': 'Electronica', 'damage': '60', 'energy': ['Electric', 'Normal', 'Normal'], 'description': ""Your opponent's Active Pokémon is now Confused.""}]",,Fighting,2,Shin Nagasawa,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",Promo-A,Promo--77,,Promo,pack,['Extradimensional Crisis #20 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_077_EN_SM.webp,
Dawn Wings Necrozma,Psychic,110,Pokémon,Basic,,"[{'name': 'Psychobilly', 'damage': '100', 'energy': ['Psychic', 'Normal', 'Normal'], 'description': 'This Pokémon also does 30 damage to itself.'}]",,Darkness,2,nagimiso,"Lunala no longer has a will of its own. Now under the control of Necrozma, it continuously expels all of its energy.",Promo-A,Promo--78,◊◊◊,Promo pack,['Promo-A #78 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_078_EN_SM.webp,
Dusk Mane Necrozma,Metal,110,Pokémon,Basic,,"[{'name': 'Black Metal', 'damage': '100', 'energy': ['Steel', 'Normal', 'Normal'], 'description': 'Discard a [M] Energy from this Pokémon.'}]",,Fire,2,nagimiso,This is its form while it is devouring the light of Solgaleo. It pounces on foes and then slashes them with the claws on its four limbs and back.,Promo-A,Promo--79,◊◊◊,Promo pack,['Promo-A #79 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_079_EN_SM.webp,
Stakataka,Metal,110,Pokémon,Basic,,"[{'name': 'Brass Rock', 'damage': '40', 'energy': ['Steel', 'Normal'], 'description': ""During your opponent's next turn, this Pokémon takes −20 damage from attacks.""}]",,Fire,3,Shin Nagasawa,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,Promo-A,Promo--80,,Promo,pack,['Extradimensional Crisis #53 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_080_EN_SM.webp,
Ultra Necrozma ex,Dragon,150,Pokémon,Basic,,"[{'name': 'Photon Claw', 'damage': '60', 'energy': ['Normal', 'Normal', 'Normal']}, {'name': 'Shoegaze', 'damage': '120', 'energy': ['Psychic', 'Psychic', 'Steel', 'Steel'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",none,2,PLANETA Tsuji,,Promo-A,Promo--81,◊◊◊◊,Promo pack,['Promo-A #81 ◊◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_081_EN_SM.webp,
Poipole,Darkness,60,Pokémon,Basic,,"[{'name': '2-Step', 'damage': '20x', 'energy': ['Dark'], 'description': 'Flip 2 coins. This attack does 20 damage for each heads.'}]",,Fighting,1,Megumi Mizutani,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,Promo-A,Promo--82,,,['Extradimensional Crisis #44 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_082_EN_SM.webp,
Stufful,Colorless,70,Pokémon,Basic,,"[{'name': 'Ram', 'damage': '40', 'energy': ['Normal', 'Normal']}]",,Fighting,2,Kanako Eo,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.",Promo-A,Promo--83,,,['Extradimensional Crisis #57 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_083_EN_SM.webp,
Tapu Koko ex,Lightning,130,Pokémon,Basic,,"[{'name': 'Plasma Hurricane', 'damage': '20', 'energy': ['Electric'], 'attack description': 'Take a [L] Energy from your Energy Zone and attach it to this Pokémon.'}, {'name': 'Mach Bolt', 'damage': '90', 'energy': ['Electric', 'Electric', 'Normal'], 'description': 'Take a [L] Energy from your Energy Zone and attach it to this Pokémon.'}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Fighting,1,PLANETA Tsuji,,Promo-A,Promo--84,,,"['Extradimensional Crisis #19 ◊◊◊◊', 'Extradimensional Crisis #77 ☆☆', 'Extradimensional Crisis #84 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_084_EN_SM.webp,
Vanillite,Water,60,Pokémon,Basic,,"[{'name': 'Sweets Relay', 'damage': '10+', 'energy': ['Water'], 'description': 'If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.'}]",,Metal,1,OOYAMA,"Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep.",Promo-A,Promo--85,,Promo,pack,['Eevee Grove #18 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_085_EN_SM.webp,
Jolteon,Lightning,90,Pokémon,Stage 1,Eevee,"[{'name': 'Beginning Bolt', 'damage': '40+', 'energy': ['Electric'], 'description': 'If this Pokémon evolved during this turn, this attack does 20 more damage.'}]",,Fighting,1,Mizue,It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.,Promo-A,Promo--86,,Promo,pack,"['Eevee Grove #25 ◊◊◊', 'Eevee Grove #74 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_086_EN_SM.webp,
Alcremie,Psychic,80,Pokémon,Stage 1,Milcery,"[{'name': 'Sweets Overload', 'damage': '40x', 'energy': ['Normal'], 'description': 'This attack does 40 damage for each time your Pokémon used Sweets Relay during this game.'}]",,Metal,1,Tika Matsuno,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",Promo-A,Promo--87,,Promo,pack,['Eevee Grove #37 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_087_EN_SM.webp,
Dragonair,Dragon,100,Pokémon,Stage 1,Dratini,"[{'name': 'Shed Skin', 'damage': '', 'energy': ['Normal'], 'description': 'Heal 30 damage from this Pokémon.'}]",,none,2,Shinya Komatsu,"They say that if it emits an aura from its whole body, the weather will begin to change instantly.",Promo-A,Promo--88,,Promo,pack,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_088_EN_SM.webp,
Audino,Colorless,100,Pokémon,Basic,,"[{'name': 'Drain Slap', 'damage': '40', 'energy': ['Normal', 'Normal'], 'description': 'Heal 10 damage from this Pokémon.'}]",,Fighting,2,MAHOU,"This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.",Promo-A,Promo--89,,Promo,pack,[],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_089_EN_SM.webp,
Togedemaru,Metal,80,Pokémon,Basic,,"[{'name': 'Bristling Spikes', 'damage': '30', 'energy': ['Steel', 'Steel'], 'description': ""During your opponent's next turn, if this Pokémon is damaged by an attack, do 30 damage to the Attacking Pokémon.""}]",,Fire,1,sowsow,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.",Promo-A,Promo--90,,,['Eevee Grove #48 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_090_EN_SM.webp,
Greedent,Colorless,120,Pokémon,Stage 1,Skwovet,"[{'name': 'Enhanced Fang', 'damage': '50+', 'energy': ['Normal', 'Normal', 'Normal'], 'description': 'If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.'}]",,Fighting,2,HYOGONOSUKE,"This Pokémon makes off with heaps of fallen berries by wrapping them in its tail, which is roughly twice the length of its body.",Promo-A,Promo--91,,,['Eevee Grove #65 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_091_EN_SM.webp,
Eevee,Colorless,60,Pokémon,Basic,,"[{'name': 'Tackle', 'damage': '20', 'energy': ['Normal']}]",,Fighting,1,nisimono,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,Promo-A,Promo--92,,,"['Genetic Apex #206 ◊', 'Genetic Apex #207 ◊', 'Genetic Apex #208 ◊', 'Genetic Apex #248 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_092_EN_SM.webp,
